Starostni_razred,SNOMED_CT,Naziv,Datum_cepljenja,st_cepljenj
e: 80 let +,46233009,Gripa,2025-01-20,38
e: 80 let +,46233009,Gripa,2025-01-23,25
e: 80 let +,46233009,Gripa,2025-02-05,12
e: 80 let +,46233009,Gripa,2025-02-11,4
e: 80 let +,46233009,Gripa,2025-02-18,1
e: 80 let +,46233009,Gripa,2025-02-21,1
e: 80 let +,46233009,Gripa,2025-02-27,1
e: 80 let +,46233009,Gripa,2025-03-06,1
e: 80 let +,46233009,Gripa,2025-03-28,2
e: 80 let +,46233009,Gripa,2025-10-07,2
e: 80 let +,46233009,Gripa,2025-10-10,24
e: 80 let +,46233009,Gripa,2025-10-17,260
e: 80 let +,46233009,Gripa,2025-10-20,1346
e: 80 let +,46233009,Gripa,2025-10-23,1505
e: 80 let +,46233009,Gripa,2025-11-02,1
e: 80 let +,46233009,Gripa,2025-11-05,1291
e: 80 let +,46233009,Gripa,2025-11-08,243
e: 80 let +,46233009,Gripa,2025-11-11,809
e: 80 let +,46233009,Gripa,2025-11-15,157
e: 80 let +,46233009,Gripa,2025-11-18,514
e: 80 let +,46233009,Gripa,2025-11-21,412
e: 80 let +,46233009,Gripa,2025-11-24,280
c: 60 - 69 let,46233009,Gripa,2023-09-29,12
c: 60 - 69 let,46233009,Gripa,2023-10-06,183
c: 60 - 69 let,46233009,Gripa,2023-10-09,419
c: 60 - 69 let,46233009,Gripa,2023-10-12,659
c: 60 - 69 let,46233009,Gripa,2023-10-19,919
c: 60 - 69 let,46233009,Gripa,2023-10-22,2
c: 60 - 69 let,46233009,Gripa,2023-10-25,817
c: 60 - 69 let,46233009,Gripa,2023-10-28,133
c: 60 - 69 let,46233009,Gripa,2023-11-04,156
c: 60 - 69 let,46233009,Gripa,2023-11-07,914
c: 60 - 69 let,46233009,Gripa,2023-11-10,602
c: 60 - 69 let,46233009,Gripa,2023-11-13,439
c: 60 - 69 let,46233009,Gripa,2023-11-20,335
c: 60 - 69 let,46233009,Gripa,2023-11-23,507
c: 60 - 69 let,46233009,Gripa,2023-11-29,344
c: 60 - 69 let,46233009,Gripa,2023-12-06,264
c: 60 - 69 let,46233009,Gripa,2023-12-12,168
c: 60 - 69 let,46233009,Gripa,2023-12-19,124
c: 60 - 69 let,46233009,Gripa,2023-12-22,100
c: 60 - 69 let,46233009,Gripa,2023-12-28,51
c: 60 - 69 let,46233009,Gripa,2024-01-04,63
c: 60 - 69 let,46233009,Gripa,2024-01-10,65
c: 60 - 69 let,46233009,Gripa,2024-01-23,18
c: 60 - 69 let,46233009,Gripa,2024-01-26,22
c: 60 - 69 let,46233009,Gripa,2024-02-02,12
c: 60 - 69 let,46233009,Gripa,2024-02-05,4
c: 60 - 69 let,46233009,Gripa,2024-02-21,3
c: 60 - 69 let,46233009,Gripa,2024-02-27,3
c: 60 - 69 let,46233009,Gripa,2024-03-05,2
c: 60 - 69 let,46233009,Gripa,2024-03-08,1
c: 60 - 69 let,46233009,Gripa,2024-03-11,1
c: 60 - 69 let,46233009,Gripa,2024-03-18,1
c: 60 - 69 let,46233009,Gripa,2024-03-21,1
c: 60 - 69 let,46233009,Gripa,2024-09-17,1
c: 60 - 69 let,46233009,Gripa,2024-09-23,1
c: 60 - 69 let,46233009,Gripa,2024-09-30,47
c: 60 - 69 let,46233009,Gripa,2024-10-03,162
c: 60 - 69 let,46233009,Gripa,2024-10-09,688
c: 60 - 69 let,46233009,Gripa,2024-10-16,910
c: 60 - 69 let,46233009,Gripa,2024-10-19,304
c: 60 - 69 let,46233009,Gripa,2024-10-22,941
c: 60 - 69 let,46233009,Gripa,2024-10-25,888
c: 60 - 69 let,46233009,Gripa,2024-11-04,480
c: 60 - 69 let,46233009,Gripa,2024-11-07,673
c: 60 - 69 let,46233009,Gripa,2024-11-14,593
c: 60 - 69 let,46233009,Gripa,2024-11-17,2
c: 60 - 69 let,46233009,Gripa,2024-11-20,343
c: 60 - 69 let,46233009,Gripa,2024-11-23,127
c: 60 - 69 let,46233009,Gripa,2024-12-03,250
c: 60 - 69 let,46233009,Gripa,2024-12-06,147
c: 60 - 69 let,46233009,Gripa,2024-12-09,117
c: 60 - 69 let,46233009,Gripa,2024-12-16,67
c: 60 - 69 let,46233009,Gripa,2024-12-19,132
c: 60 - 69 let,46233009,Gripa,2025-01-01,2
c: 60 - 69 let,46233009,Gripa,2025-01-07,334
c: 60 - 69 let,46233009,Gripa,2025-01-14,165
c: 60 - 69 let,46233009,Gripa,2025-01-17,98
c: 60 - 69 let,46233009,Gripa,2025-01-20,55
c: 60 - 69 let,46233009,Gripa,2025-01-23,52
c: 60 - 69 let,46233009,Gripa,2025-01-30,15
c: 60 - 69 let,46233009,Gripa,2025-02-05,13
c: 60 - 69 let,46233009,Gripa,2025-02-18,4
c: 60 - 69 let,46233009,Gripa,2025-02-21,3
c: 60 - 69 let,46233009,Gripa,2025-02-28,2
c: 60 - 69 let,46233009,Gripa,2025-03-03,1
c: 60 - 69 let,46233009,Gripa,2025-03-06,1
c: 60 - 69 let,46233009,Gripa,2025-03-25,1
c: 60 - 69 let,46233009,Gripa,2025-10-07,4
c: 60 - 69 let,46233009,Gripa,2025-10-14,85
c: 60 - 69 let,46233009,Gripa,2025-10-17,131
c: 60 - 69 let,46233009,Gripa,2025-10-20,2418
c: 60 - 69 let,46233009,Gripa,2025-10-27,1283
c: 60 - 69 let,46233009,Gripa,2025-10-30,879
c: 60 - 69 let,46233009,Gripa,2025-11-02,1
c: 60 - 69 let,46233009,Gripa,2025-11-05,1574
c: 60 - 69 let,46233009,Gripa,2025-11-12,904
c: 60 - 69 let,46233009,Gripa,2025-11-15,273
c: 60 - 69 let,46233009,Gripa,2025-11-18,872
c: 60 - 69 let,46233009,Gripa,2025-11-21,632
d: 70 - 79 let,840534001,COVID-19,2023-09-26,2
d: 70 - 79 let,840534001,COVID-19,2023-09-29,1
d: 70 - 79 let,840534001,COVID-19,2023-10-05,22
d: 70 - 79 let,840534001,COVID-19,2023-10-12,219
d: 70 - 79 let,840534001,COVID-19,2023-10-18,331
d: 70 - 79 let,840534001,COVID-19,2023-10-25,358
d: 70 - 79 let,840534001,COVID-19,2023-10-28,82
d: 70 - 79 let,840534001,COVID-19,2023-11-03,230
d: 70 - 79 let,840534001,COVID-19,2023-11-10,231
d: 70 - 79 let,840534001,COVID-19,2023-11-13,111
d: 70 - 79 let,840534001,COVID-19,2023-11-16,340
d: 70 - 79 let,840534001,COVID-19,2023-11-29,169
d: 70 - 79 let,840534001,COVID-19,2023-12-02,27
d: 70 - 79 let,840534001,COVID-19,2023-12-12,89
d: 70 - 79 let,840534001,COVID-19,2023-12-15,90
d: 70 - 79 let,840534001,COVID-19,2023-12-18,45
d: 70 - 79 let,840534001,COVID-19,2023-12-28,19
d: 70 - 79 let,840534001,COVID-19,2024-01-03,19
d: 70 - 79 let,840534001,COVID-19,2024-01-10,64
d: 70 - 79 let,840534001,COVID-19,2024-01-16,24
d: 70 - 79 let,840534001,COVID-19,2024-01-19,52
d: 70 - 79 let,840534001,COVID-19,2024-01-23,14
d: 70 - 79 let,840534001,COVID-19,2024-01-26,24
d: 70 - 79 let,840534001,COVID-19,2024-01-29,4
d: 70 - 79 let,840534001,COVID-19,2024-02-01,15
d: 70 - 79 let,840534001,COVID-19,2024-02-14,4
d: 70 - 79 let,840534001,COVID-19,2024-03-14,4
d: 70 - 79 let,840534001,COVID-19,2024-03-27,1
d: 70 - 79 let,840534001,COVID-19,2024-04-18,2
d: 70 - 79 let,840534001,COVID-19,2024-06-12,1
d: 70 - 79 let,840534001,COVID-19,2024-08-22,5
d: 70 - 79 let,840534001,COVID-19,2024-09-10,2
d: 70 - 79 let,840534001,COVID-19,2024-09-13,2
d: 70 - 79 let,840534001,COVID-19,2024-09-16,1
d: 70 - 79 let,840534001,COVID-19,2024-09-20,4
d: 70 - 79 let,840534001,COVID-19,2024-09-26,7
d: 70 - 79 let,840534001,COVID-19,2024-10-09,81
d: 70 - 79 let,840534001,COVID-19,2024-10-15,141
d: 70 - 79 let,840534001,COVID-19,2024-10-22,205
d: 70 - 79 let,840534001,COVID-19,2024-10-25,239
d: 70 - 79 let,840534001,COVID-19,2024-10-28,87
d: 70 - 79 let,840534001,COVID-19,2024-11-07,135
d: 70 - 79 let,840534001,COVID-19,2024-11-13,117
d: 70 - 79 let,840534001,COVID-19,2024-11-20,61
d: 70 - 79 let,840534001,COVID-19,2024-11-23,30
d: 70 - 79 let,840534001,COVID-19,2024-11-26,59
d: 70 - 79 let,840534001,COVID-19,2024-11-29,71
d: 70 - 79 let,840534001,COVID-19,2024-12-06,45
d: 70 - 79 let,840534001,COVID-19,2024-12-09,35
d: 70 - 79 let,840534001,COVID-19,2024-12-12,32
d: 70 - 79 let,840534001,COVID-19,2025-01-07,21
d: 70 - 79 let,840534001,COVID-19,2025-01-10,37
d: 70 - 79 let,840534001,COVID-19,2025-01-13,16
d: 70 - 79 let,840534001,COVID-19,2025-01-20,4
d: 70 - 79 let,840534001,COVID-19,2025-01-23,16
d: 70 - 79 let,840534001,COVID-19,2025-01-29,4
d: 70 - 79 let,840534001,COVID-19,2025-02-05,3
d: 70 - 79 let,840534001,COVID-19,2025-02-11,1
d: 70 - 79 let,840534001,COVID-19,2025-02-18,1
d: 70 - 79 let,840534001,COVID-19,2025-02-21,2
d: 70 - 79 let,840534001,COVID-19,2025-02-24,3
d: 70 - 79 let,840534001,COVID-19,2025-02-27,7
d: 70 - 79 let,840534001,COVID-19,2025-03-06,1
d: 70 - 79 let,840534001,COVID-19,2025-03-12,1
d: 70 - 79 let,840534001,COVID-19,2025-03-28,6
d: 70 - 79 let,840534001,COVID-19,2025-05-22,1
d: 70 - 79 let,840534001,COVID-19,2025-09-11,2
d: 70 - 79 let,840534001,COVID-19,2025-09-18,1
d: 70 - 79 let,840534001,COVID-19,2025-10-07,13
d: 70 - 79 let,840534001,COVID-19,2025-10-10,19
d: 70 - 79 let,840534001,COVID-19,2025-10-13,5
d: 70 - 79 let,840534001,COVID-19,2025-10-17,13
d: 70 - 79 let,840534001,COVID-19,2025-10-20,391
d: 70 - 79 let,840534001,COVID-19,2025-10-23,234
d: 70 - 79 let,840534001,COVID-19,2025-11-05,198
d: 70 - 79 let,840534001,COVID-19,2025-11-08,52
d: 70 - 79 let,840534001,COVID-19,2025-11-11,176
d: 70 - 79 let,840534001,COVID-19,2025-11-18,132
d: 70 - 79 let,840534001,COVID-19,2025-11-21,95
d: 70 - 79 let,840534001,COVID-19,2025-11-24,59
d: 70 - 79 let,840534001,COVID-19,2025-11-27,83
e: 80 let +,46233009,Gripa,2023-09-28,8
e: 80 let +,46233009,Gripa,2023-10-05,176
e: 80 let +,46233009,Gripa,2023-10-11,734
e: 80 let +,46233009,Gripa,2023-10-14,25
e: 80 let +,46233009,Gripa,2023-10-21,403
e: 80 let +,46233009,Gripa,2023-10-24,903
e: 80 let +,46233009,Gripa,2023-10-27,676
e: 80 let +,46233009,Gripa,2023-10-30,149
e: 80 let +,46233009,Gripa,2023-11-06,477
e: 80 let +,46233009,Gripa,2023-11-09,841
e: 80 let +,46233009,Gripa,2023-11-12,1
e: 80 let +,46233009,Gripa,2023-11-19,1
e: 80 let +,46233009,Gripa,2023-11-22,492
e: 80 let +,46233009,Gripa,2023-11-25,20
e: 80 let +,46233009,Gripa,2023-11-28,321
e: 80 let +,46233009,Gripa,2023-12-05,211
e: 80 let +,46233009,Gripa,2023-12-08,140
e: 80 let +,46233009,Gripa,2023-12-11,91
e: 80 let +,46233009,Gripa,2023-12-14,139
e: 80 let +,46233009,Gripa,2023-12-21,185
e: 80 let +,46233009,Gripa,2023-12-27,19
e: 80 let +,46233009,Gripa,2024-01-03,13
e: 80 let +,46233009,Gripa,2024-01-09,80
e: 80 let +,46233009,Gripa,2024-01-12,40
e: 80 let +,46233009,Gripa,2024-01-19,8
e: 80 let +,46233009,Gripa,2024-01-22,11
e: 80 let +,46233009,Gripa,2024-01-25,36
e: 80 let +,46233009,Gripa,2024-02-07,7
e: 80 let +,46233009,Gripa,2024-02-13,11
e: 80 let +,46233009,Gripa,2024-02-20,1
e: 80 let +,46233009,Gripa,2024-02-23,2
e: 80 let +,46233009,Gripa,2024-02-26,3
e: 80 let +,46233009,Gripa,2024-03-04,1
e: 80 let +,46233009,Gripa,2024-03-07,1
e: 80 let +,46233009,Gripa,2024-04-08,1
e: 80 let +,46233009,Gripa,2024-07-10,1
e: 80 let +,46233009,Gripa,2024-09-25,5
e: 80 let +,46233009,Gripa,2024-10-02,127
e: 80 let +,46233009,Gripa,2024-10-08,649
e: 80 let +,46233009,Gripa,2024-10-11,598
e: 80 let +,46233009,Gripa,2024-10-18,555
e: 80 let +,46233009,Gripa,2024-10-21,532
e: 80 let +,46233009,Gripa,2024-10-24,1192
e: 80 let +,46233009,Gripa,2024-11-06,778
e: 80 let +,46233009,Gripa,2024-11-09,124
e: 80 let +,46233009,Gripa,2024-11-16,89
e: 80 let +,46233009,Gripa,2024-11-19,362
e: 80 let +,46233009,Gripa,2024-11-22,391
e: 80 let +,46233009,Gripa,2024-11-25,273
e: 80 let +,46233009,Gripa,2024-12-02,129
e: 80 let +,46233009,Gripa,2024-12-05,198
e: 80 let +,46233009,Gripa,2024-12-08,1
e: 80 let +,46233009,Gripa,2024-12-15,1
e: 80 let +,46233009,Gripa,2024-12-18,52
e: 80 let +,46233009,Gripa,2024-12-24,18
e: 80 let +,46233009,Gripa,2024-12-31,10
e: 80 let +,46233009,Gripa,2025-01-03,3
e: 80 let +,46233009,Gripa,2025-01-06,39
e: 80 let +,46233009,Gripa,2025-01-09,199
e: 80 let +,46233009,Gripa,2025-01-16,77
e: 80 let +,46233009,Gripa,2025-01-22,47
e: 80 let +,46233009,Gripa,2025-01-29,15
e: 80 let +,46233009,Gripa,2025-02-04,12
e: 80 let +,46233009,Gripa,2025-02-07,4
e: 80 let +,46233009,Gripa,2025-02-14,4
e: 80 let +,46233009,Gripa,2025-02-17,2
e: 80 let +,46233009,Gripa,2025-02-20,9
e: 80 let +,46233009,Gripa,2025-06-09,1
e: 80 let +,46233009,Gripa,2025-10-03,1
e: 80 let +,46233009,Gripa,2025-10-06,1
e: 80 let +,46233009,Gripa,2025-10-13,75
e: 80 let +,46233009,Gripa,2025-10-16,241
e: 80 let +,46233009,Gripa,2025-10-22,2160
e: 80 let +,46233009,Gripa,2025-10-29,888
e: 80 let +,46233009,Gripa,2025-11-01,4
e: 80 let +,46233009,Gripa,2025-11-04,1104
e: 80 let +,46233009,Gripa,2025-11-07,1233
e: 80 let +,46233009,Gripa,2025-11-14,500
e: 80 let +,46233009,Gripa,2025-11-17,367
e: 80 let +,46233009,Gripa,2025-11-20,527
e: 80 let +,46233009,Gripa,2025-11-27,381
c: 60 - 69 let,840534001,COVID-19,2023-09-22,5
c: 60 - 69 let,840534001,COVID-19,2023-10-05,19
c: 60 - 69 let,840534001,COVID-19,2023-10-11,136
c: 60 - 69 let,840534001,COVID-19,2023-10-18,224
c: 60 - 69 let,840534001,COVID-19,2023-10-21,234
c: 60 - 69 let,840534001,COVID-19,2023-10-24,206
c: 60 - 69 let,840534001,COVID-19,2023-10-27,242
c: 60 - 69 let,840534001,COVID-19,2023-11-03,113
c: 60 - 69 let,840534001,COVID-19,2023-11-06,113
c: 60 - 69 let,840534001,COVID-19,2023-11-09,219
c: 60 - 69 let,840534001,COVID-19,2023-11-22,109
c: 60 - 69 let,840534001,COVID-19,2023-11-25,30
c: 60 - 69 let,840534001,COVID-19,2023-12-02,21
c: 60 - 69 let,840534001,COVID-19,2023-12-05,90
c: 60 - 69 let,840534001,COVID-19,2023-12-08,66
c: 60 - 69 let,840534001,COVID-19,2023-12-11,50
c: 60 - 69 let,840534001,COVID-19,2023-12-18,35
c: 60 - 69 let,840534001,COVID-19,2023-12-21,207
c: 60 - 69 let,840534001,COVID-19,2023-12-27,10
c: 60 - 69 let,840534001,COVID-19,2024-01-03,17
c: 60 - 69 let,840534001,COVID-19,2024-01-09,24
c: 60 - 69 let,840534001,COVID-19,2024-01-16,21
c: 60 - 69 let,840534001,COVID-19,2024-01-19,15
c: 60 - 69 let,840534001,COVID-19,2024-01-22,4
c: 60 - 69 let,840534001,COVID-19,2024-01-25,8
c: 60 - 69 let,840534001,COVID-19,2024-02-01,7
c: 60 - 69 let,840534001,COVID-19,2024-02-07,5
c: 60 - 69 let,840534001,COVID-19,2024-02-23,2
c: 60 - 69 let,840534001,COVID-19,2024-03-01,4
c: 60 - 69 let,840534001,COVID-19,2024-04-18,1
c: 60 - 69 let,840534001,COVID-19,2024-09-03,2
c: 60 - 69 let,840534001,COVID-19,2024-09-06,5
c: 60 - 69 let,840534001,COVID-19,2024-09-13,2
c: 60 - 69 let,840534001,COVID-19,2024-09-16,2
c: 60 - 69 let,840534001,COVID-19,2024-09-19,2
c: 60 - 69 let,840534001,COVID-19,2024-10-02,32
c: 60 - 69 let,840534001,COVID-19,2024-10-08,65
c: 60 - 69 let,840534001,COVID-19,2024-10-15,117
c: 60 - 69 let,840534001,COVID-19,2024-10-18,122
c: 60 - 69 let,840534001,COVID-19,2024-10-21,101
c: 60 - 69 let,840534001,COVID-19,2024-10-28,66
c: 60 - 69 let,840534001,COVID-19,2024-11-06,70
c: 60 - 69 let,840534001,COVID-19,2024-11-13,74
c: 60 - 69 let,840534001,COVID-19,2024-11-16,15
c: 60 - 69 let,840534001,COVID-19,2024-11-19,62
c: 60 - 69 let,840534001,COVID-19,2024-11-22,68
c: 60 - 69 let,840534001,COVID-19,2024-11-29,47
c: 60 - 69 let,840534001,COVID-19,2024-12-02,17
c: 60 - 69 let,840534001,COVID-19,2024-12-05,54
c: 60 - 69 let,840534001,COVID-19,2024-12-12,30
c: 60 - 69 let,840534001,COVID-19,2024-12-18,5
c: 60 - 69 let,840534001,COVID-19,2025-01-06,5
c: 60 - 69 let,840534001,COVID-19,2025-01-13,7
c: 60 - 69 let,840534001,COVID-19,2025-01-16,21
c: 60 - 69 let,840534001,COVID-19,2025-01-22,4
c: 60 - 69 let,840534001,COVID-19,2025-01-29,4
c: 60 - 69 let,840534001,COVID-19,2025-02-04,1
c: 60 - 69 let,840534001,COVID-19,2025-02-14,1
c: 60 - 69 let,840534001,COVID-19,2025-02-20,2
c: 60 - 69 let,840534001,COVID-19,2025-02-27,9
c: 60 - 69 let,840534001,COVID-19,2025-03-05,2
c: 60 - 69 let,840534001,COVID-19,2025-03-18,1
c: 60 - 69 let,840534001,COVID-19,2025-03-28,5
c: 60 - 69 let,840534001,COVID-19,2025-03-31,1
c: 60 - 69 let,840534001,COVID-19,2025-07-15,1
c: 60 - 69 let,840534001,COVID-19,2025-09-04,1
c: 60 - 69 let,840534001,COVID-19,2025-09-11,1
c: 60 - 69 let,840534001,COVID-19,2025-09-30,3
c: 60 - 69 let,840534001,COVID-19,2025-10-03,5
c: 60 - 69 let,840534001,COVID-19,2025-10-10,9
c: 60 - 69 let,840534001,COVID-19,2025-10-13,13
c: 60 - 69 let,840534001,COVID-19,2025-10-16,23
c: 60 - 69 let,840534001,COVID-19,2025-10-29,111
c: 60 - 69 let,840534001,COVID-19,2025-11-04,228
c: 60 - 69 let,840534001,COVID-19,2025-11-11,152
c: 60 - 69 let,840534001,COVID-19,2025-11-14,63
c: 60 - 69 let,840534001,COVID-19,2025-11-17,63
c: 60 - 69 let,840534001,COVID-19,2025-11-24,58
c: 60 - 69 let,840534001,COVID-19,2025-11-27,63
e: 80 let +,840534001,COVID-19,2023-10-05,12
e: 80 let +,840534001,COVID-19,2023-10-12,129
e: 80 let +,840534001,COVID-19,2023-10-18,346
e: 80 let +,840534001,COVID-19,2023-10-21,267
e: 80 let +,840534001,COVID-19,2023-10-28,50
e: 80 let +,840534001,COVID-19,2023-11-03,215
e: 80 let +,840534001,COVID-19,2023-11-10,199
e: 80 let +,840534001,COVID-19,2023-11-13,118
e: 80 let +,840534001,COVID-19,2023-11-16,360
e: 80 let +,840534001,COVID-19,2023-11-29,203
e: 80 let +,840534001,COVID-19,2023-12-02,31
e: 80 let +,840534001,COVID-19,2023-12-05,105
e: 80 let +,840534001,COVID-19,2023-12-12,80
e: 80 let +,840534001,COVID-19,2023-12-15,73
e: 80 let +,840534001,COVID-19,2023-12-18,39
e: 80 let +,840534001,COVID-19,2023-12-28,20
e: 80 let +,840534001,COVID-19,2023-12-31,1
e: 80 let +,840534001,COVID-19,2024-01-03,6
e: 80 let +,840534001,COVID-19,2024-01-10,47
e: 80 let +,840534001,COVID-19,2024-01-16,20
e: 80 let +,840534001,COVID-19,2024-01-19,34
e: 80 let +,840534001,COVID-19,2024-01-26,12
e: 80 let +,840534001,COVID-19,2024-01-29,15
e: 80 let +,840534001,COVID-19,2024-02-01,9
e: 80 let +,840534001,COVID-19,2024-02-14,6
e: 80 let +,840534001,COVID-19,2024-02-27,1
e: 80 let +,840534001,COVID-19,2024-03-01,1
e: 80 let +,840534001,COVID-19,2024-03-14,4
e: 80 let +,840534001,COVID-19,2024-06-15,1
e: 80 let +,840534001,COVID-19,2024-07-11,1
e: 80 let +,840534001,COVID-19,2024-08-22,1
e: 80 let +,840534001,COVID-19,2024-09-16,1
e: 80 let +,840534001,COVID-19,2024-09-26,36
e: 80 let +,840534001,COVID-19,2024-10-02,58
e: 80 let +,840534001,COVID-19,2024-10-09,51
e: 80 let +,840534001,COVID-19,2024-10-15,49
e: 80 let +,840534001,COVID-19,2024-10-22,184
e: 80 let +,840534001,COVID-19,2024-10-25,155
e: 80 let +,840534001,COVID-19,2024-10-28,57
e: 80 let +,840534001,COVID-19,2024-11-07,111
e: 80 let +,840534001,COVID-19,2024-11-13,142
e: 80 let +,840534001,COVID-19,2024-11-16,12
e: 80 let +,840534001,COVID-19,2024-11-23,19
e: 80 let +,840534001,COVID-19,2024-11-26,67
e: 80 let +,840534001,COVID-19,2024-11-29,79
e: 80 let +,840534001,COVID-19,2024-12-06,16
e: 80 let +,840534001,COVID-19,2024-12-09,55
e: 80 let +,840534001,COVID-19,2024-12-12,13
e: 80 let +,840534001,COVID-19,2024-12-28,1
e: 80 let +,840534001,COVID-19,2024-12-31,2
e: 80 let +,840534001,COVID-19,2025-01-07,8
e: 80 let +,840534001,COVID-19,2025-01-10,19
e: 80 let +,840534001,COVID-19,2025-01-13,11
e: 80 let +,840534001,COVID-19,2025-01-20,9
e: 80 let +,840534001,COVID-19,2025-01-23,9
e: 80 let +,840534001,COVID-19,2025-01-29,8
e: 80 let +,840534001,COVID-19,2025-02-05,2
e: 80 let +,840534001,COVID-19,2025-02-14,1
e: 80 let +,840534001,COVID-19,2025-02-21,2
e: 80 let +,840534001,COVID-19,2025-03-12,1
e: 80 let +,840534001,COVID-19,2025-03-28,23
e: 80 let +,840534001,COVID-19,2025-03-31,1
e: 80 let +,840534001,COVID-19,2025-05-22,1
e: 80 let +,840534001,COVID-19,2025-09-08,2
e: 80 let +,840534001,COVID-19,2025-09-11,1
e: 80 let +,840534001,COVID-19,2025-10-07,29
e: 80 let +,840534001,COVID-19,2025-10-10,14
e: 80 let +,840534001,COVID-19,2025-10-13,11
e: 80 let +,840534001,COVID-19,2025-10-20,232
e: 80 let +,840534001,COVID-19,2025-10-23,220
e: 80 let +,840534001,COVID-19,2025-11-05,153
e: 80 let +,840534001,COVID-19,2025-11-08,37
e: 80 let +,840534001,COVID-19,2025-11-11,132
e: 80 let +,840534001,COVID-19,2025-11-18,95
e: 80 let +,840534001,COVID-19,2025-11-21,79
e: 80 let +,840534001,COVID-19,2025-11-24,47
e: 80 let +,840534001,COVID-19,2025-11-27,96
Neznano,46233009,Gripa,2023-10-11,2
Neznano,46233009,Gripa,2023-10-24,6
Neznano,46233009,Gripa,2023-10-27,12
Neznano,46233009,Gripa,2023-11-06,3
Neznano,46233009,Gripa,2023-11-09,2
Neznano,46233009,Gripa,2023-11-15,11
Neznano,46233009,Gripa,2023-11-22,6
Neznano,46233009,Gripa,2023-11-25,1
Neznano,46233009,Gripa,2023-11-28,4
Neznano,46233009,Gripa,2023-12-05,5
Neznano,46233009,Gripa,2023-12-11,1
Neznano,46233009,Gripa,2023-12-14,3
Neznano,46233009,Gripa,2023-12-21,7
Neznano,46233009,Gripa,2024-01-09,5
Neznano,46233009,Gripa,2024-01-12,2
Neznano,46233009,Gripa,2024-01-19,2
Neznano,46233009,Gripa,2024-01-22,1
Neznano,46233009,Gripa,2024-01-25,5
Neznano,46233009,Gripa,2024-02-07,1
Neznano,46233009,Gripa,2024-02-13,2
Neznano,46233009,Gripa,2024-10-02,2
Neznano,46233009,Gripa,2024-10-08,11
Neznano,46233009,Gripa,2024-10-11,7
Neznano,46233009,Gripa,2024-10-18,5
Neznano,46233009,Gripa,2024-10-21,6
Neznano,46233009,Gripa,2024-10-24,8
Neznano,46233009,Gripa,2024-11-06,16
Neznano,46233009,Gripa,2024-11-09,2
Neznano,46233009,Gripa,2024-11-16,1
Neznano,46233009,Gripa,2024-11-19,8
Neznano,46233009,Gripa,2024-11-22,8
Neznano,46233009,Gripa,2024-11-25,9
Neznano,46233009,Gripa,2024-12-02,8
Neznano,46233009,Gripa,2024-12-05,6
Neznano,46233009,Gripa,2024-12-08,1
Neznano,46233009,Gripa,2024-12-18,9
Neznano,46233009,Gripa,2024-12-24,5
Neznano,46233009,Gripa,2024-12-31,2
Neznano,46233009,Gripa,2025-01-03,2
Neznano,46233009,Gripa,2025-01-06,11
Neznano,46233009,Gripa,2025-01-09,10
Neznano,46233009,Gripa,2025-01-16,6
Neznano,46233009,Gripa,2025-01-22,4
Neznano,46233009,Gripa,2025-01-29,1
Neznano,46233009,Gripa,2025-02-07,1
Neznano,46233009,Gripa,2025-02-14,2
Neznano,46233009,Gripa,2025-10-16,2
Neznano,46233009,Gripa,2025-10-22,23
Neznano,46233009,Gripa,2025-10-29,27
Neznano,46233009,Gripa,2025-11-04,34
Neznano,46233009,Gripa,2025-11-07,28
Neznano,46233009,Gripa,2025-11-14,30
Neznano,46233009,Gripa,2025-11-17,19
Neznano,46233009,Gripa,2025-11-20,35
Neznano,46233009,Gripa,2025-11-27,29
d: 70 - 79 let,46233009,Gripa,2023-10-04,205
d: 70 - 79 let,46233009,Gripa,2023-10-07,53
d: 70 - 79 let,46233009,Gripa,2023-10-10,908
d: 70 - 79 let,46233009,Gripa,2023-10-17,1305
d: 70 - 79 let,46233009,Gripa,2023-10-20,1104
d: 70 - 79 let,46233009,Gripa,2023-10-23,934
d: 70 - 79 let,46233009,Gripa,2023-10-26,1424
d: 70 - 79 let,46233009,Gripa,2023-10-30,237
d: 70 - 79 let,46233009,Gripa,2023-11-02,518
d: 70 - 79 let,46233009,Gripa,2023-11-08,1239
d: 70 - 79 let,46233009,Gripa,2023-11-15,823
d: 70 - 79 let,46233009,Gripa,2023-11-18,56
d: 70 - 79 let,46233009,Gripa,2023-11-21,706
d: 70 - 79 let,46233009,Gripa,2023-11-24,454
d: 70 - 79 let,46233009,Gripa,2023-12-01,343
d: 70 - 79 let,46233009,Gripa,2023-12-04,233
d: 70 - 79 let,46233009,Gripa,2023-12-07,442
d: 70 - 79 let,46233009,Gripa,2023-12-20,183
d: 70 - 79 let,46233009,Gripa,2023-12-23,1
d: 70 - 79 let,46233009,Gripa,2024-01-05,93
d: 70 - 79 let,46233009,Gripa,2024-01-08,82
d: 70 - 79 let,46233009,Gripa,2024-01-15,30
d: 70 - 79 let,46233009,Gripa,2024-01-18,30
d: 70 - 79 let,46233009,Gripa,2024-01-24,16
d: 70 - 79 let,46233009,Gripa,2024-01-31,23
d: 70 - 79 let,46233009,Gripa,2024-02-06,12
d: 70 - 79 let,46233009,Gripa,2024-02-13,12
d: 70 - 79 let,46233009,Gripa,2024-02-16,6
